"","","R6","2R2 1W","Device:R","Resistors_SMD:R_2512","https://datasheet.lcsc.com/szlcsc/Ever-Ohms-Tech-CR2512F2R2E04_C147074.pdf"
"","","R7","2R2 1W","Device:R","Resistors_SMD:R_2512","https://datasheet.lcsc.com/szlcsc/Ever-Ohms-Tech-CR2512F2R2E04_C147074.pdf"
"","","R8","2R2 1W","Device:R","Resistors_SMD:R_2512","https://datasheet.lcsc.com/szlcsc/Ever-Ohms-Tech-CR2512F2R2E04_C147074.pdf"
"","","R9","2R2 1W","Device:R","Resistors_SMD:R_2512","https://datasheet.lcsc.com/szlcsc/Ever-Ohms-Tech-CR2512F2R2E04_C147074.pdf"
"","","R10","2R2 1W","Device:R","Resistors_SMD:R_2512","https://datasheet.lcsc.com/szlcsc/Ever-Ohms-Tech-CR2512F2R2E04_C147074.pdf"
"","","R11","2R2 1W","Device:R","Resistors_SMD:R_2512","https://datasheet.lcsc.com/szlcsc/Ever-Ohms-Tech-CR2512F2R2E04_C147074.pdf"
"","","R12","2R2 1W","Device:R","Resistors_SMD:R_2512","https://datasheet.lcsc.com/szlcsc/Ever-Ohms-Tech-CR2512F2R2E04_C147074.pdf"
"","","R13","2R2 1W","Device:R","Resistors_SMD:R_2512","https://datasheet.lcsc.com/szlcsc/Ever-Ohms-Tech-CR2512F2R2E04_C147074.pdf"
"","","R14","510R","Device:R","Resistors_SMD:R_0805_HandSoldering","RC0805FR-07510RL"
"","","R15","47K","Device:R","Resistors_SMD:R_0805_HandSoldering","https://datasheet.lcsc.com/szlcsc/YAGEO-RC0805FR-0747KL_C126351.pdf"
"","","R16","4K7","Device:R","Resistors_SMD:R_0805_HandSoldering","RC0805FR-074K7L"
"","","R17","2K2","Device:R","Resistors_SMD:R_0805_HandSoldering","RC0805FR-072K2L"
"","","R18","2K2","Device:R","Resistors_SMD:R_0805_HandSoldering","RC0805FR-072K2L"
"","","R19","SDNT2012X473F4150FTF","Device:Thermistor","Resistors_SMD:R_0805_HandSoldering","https://datasheet.lcsc.com/szlcsc/Sunlord-SDNT2012X473F4150FTF_C95969.pdf"
"","","R20","47K","Device:R","Resistors_SMD:R_0805_HandSoldering","https://datasheet.lcsc.com/szlcsc/YAGEO-RC0805FR-0747KL_C126351.pdf"
"","","R21","47K","Device:R","Resistors_SMD:R_0805_HandSoldering","https://datasheet.lcsc.com/szlcsc/YAGEO-RC0805FR-0747KL_C126351.pdf"
"","","R22","10R","Device:R","Resistors_THT:R_Axial_Power_L25.0mm_W9.0mm_P27.94mm","https://lcsc.com/product-detail/Others_Chian-Chia-Elec-CR-M5W-10RJ_C334310.html"
"","","R23","2K2","Device:R","Resistors_SMD:R_0805","RC0805FR-072K2L"
"","","RX1","RX Connector","Connector:Conn_01x02_Male","Connectors_JST:JST_PH_S2B-PH-K_02x2.00mm_Angled","https://datasheet.lcsc.com/szlcsc/JST-Sales-America-S2B-PH-K-S-LF-SN_C173752.pdf"
"","","SENSOR1","Remote temp input 47K @ 25oC","Connector:Conn_01x05_Male","Pin_Headers:Pin_Header_Straight_1x05_Pitch2.54mm","https://lcsc.com/product-detail/Pin-Header-Female-Header_Shenzhen-Cankemeng-Headers-Pins-1-5P-2-54mm-Straight-line_C124379.html"
"","","TX1","TX Connector","Connector:Conn_01x02_Male","Connectors_JST:JST_PH_S2B-PH-K_02x2.00mm_Angled","https://datasheet.lcsc.com/szlcsc/JST-Sales-America-S2B-PH-K-S-LF-SN_C173752.pdf"
"","","U1","HMHA2801","Isolator:PC817","Housings_SSOP:SOP-4_4.4x2.8mm_Pitch1.27mm","https://datasheet.lcsc.com/szlcsc/ON-Semicon-ON-HMHA2801_C232857.pdf"
"","","U4","ATtiny841-SSU","v4-rescue:ATtiny841-SSU-MCU_Microchip_ATtiny-v4-rescue","Housings_SOIC:SOIC-14_3.9x8.7mm_Pitch1.27mm","http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-8495-8-bit-AVR-Microcontrollers-ATtiny441-ATtiny841_Datasheet.pdf"
=======
"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","LCSCStockCode","PartNumber"
"","","ATTINY841","ATtiny841-SSU","v4-rescue:ATtiny841-SSU-MCU_Microchip_ATtiny-v4-rescue","Housings_SOIC:SOIC-14_3.9x8.7mm_Pitch1.27mm","http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-8495-8-bit-AVR-Microcontrollers-ATtiny441-ATtiny841_Datasheet.pdf","C219103",""
"","","C1","100nF","Device:C","Capacitors_SMD:C_0805","","C49678","CC0805KRX7R9BB104"
"","","C3","10uF X5R","Device:C","Capacitors_SMD:C_0603","","C19702","CL10A106KP8NNNC"
"","","D1","TL432G-A-AE3-R","Reference_Voltage:LM385Z-ADJ","TO_SOT_Packages_SMD:SOT-23","https://datasheet.lcsc.com/szlcsc/1808081832_UTC-Unisonic-Tech-TL432G-AE3-R_C171461.pdf","C171461","TL432G-A-AE3-R"
"","","D2","Blue","Device:LED","LEDs:LED_0805","","C2293","HUBEI KENTO ELEC"
"","","D3","Red","Device:LED","LEDs:LED_0805","","C84256","FC-2012HRK-620D"
"","","D4","Green","Device:LED","LEDs:LED_0805","https://datasheet.lcsc.com/szlcsc/Hubei-KENTO-Elec-Green-0805-Iv-207-249-mcd-atIF-20mA_C2297.pdf","C2297","Hubei KENTO Elec Green 0805"
"","","J2","AVR-ISP-6","Connector:AVR-ISP-6","Pin_Headers:Pin_Header_Straight_2x03_Pitch2.54mm","https://lcsc.com/product-detail/Pin-Header-Female-Header_Boom-Precision-Elec-2-54mm-2-3P-Header_C65114.html","",""
"","","POWER1","Battery","Connector:Conn_01x02_Male","Connectors_JST:JST_PH_S2B-PH-K_02x2.00mm_Angled","https://datasheet.lcsc.com/szlcsc/JST-Sales-America-S2B-PH-K-S-LF-SN_C173752.pdf","",""
"","","Q1","AO3400A","Device:Q_NMOS_GSD","TO_SOT_Packages_SMD:SOT-23","https://datasheet.lcsc.com/szlcsc/Alpha-Omega-Semicon-AOS-AO3400A_C20917.pdf","C20917",""
"","","R1","10KOHMS","Device:R","Resistors_SMD:R_0603","","C25804","0603WAF1002T5E"
"","","R2","1KOHMS","Device:R","Resistors_SMD:R_0603","","C21190","0603WAF1001T5E"
"","","R3","68KOHMS","Device:R","Resistors_SMD:R_0603","","C23231","0603WAF6802T5E"
"","","R4","27KOHMS","Device:R","Resistors_SMD:R_0603","","C22967","0603WAF2702T5E"
"","","R5","220OHMS","Device:R","Resistors_SMD:R_0603","","C22962","0603WAF2200T5E"
"","","R6","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R7","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R8","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R9","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R10","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R11","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R12","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R13","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R14","510OHMS","Device:R","Resistors_SMD:R_0603","","C23193","0603WAF5100T5E"
"","","R15","47KOHMS","Device:R","Resistors_SMD:R_0603","","C25819","0603WAF4702T5E"
"","","R16","4.7KOHMS","Device:R","Resistors_SMD:R_0603","","C23162","0603WAF4701T5E"
"","","R17","2.2KOHMS","Device:R","Resistors_SMD:R_0603","","C4190","0603WAF2201T5E"
"","","R18","2.2KOHMS","Device:R","Resistors_SMD:R_0603","","C4190","0603WAF2201T5E"
"","","R19","NTC THERMISTOR 47KOHMS 4050K","Device:Thermistor","Resistors_SMD:R_0402","","C77128","NCP15WB473F03RC"
"","","R20","47KOHMS","Device:R","Resistors_SMD:R_0603","","C25819","0603WAF4702T5E"
"","","R21","47KOHMS","Device:R","Resistors_SMD:R_0603","","C25819","0603WAF4702T5E"
"","","R22","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R23","1.8KOHMS","Device:R","Resistors_SMD:R_0603","","C4177","0603WAF1801T5E"
"","","R24","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R25","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R26","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R27","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R28","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R29","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R30","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R31","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R32","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R33","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","R34","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"","","RX1","RX Connector","Connector:Conn_01x02_Male","Connectors_JST:JST_PH_S2B-PH-K_02x2.00mm_Angled","https://datasheet.lcsc.com/szlcsc/JST-Sales-America-S2B-PH-K-S-LF-SN_C173752.pdf","",""
"","","SENSOR1","Remote temp input 47K @ 25oC","Connector:Conn_01x05_Male","Pin_Headers:Pin_Header_Straight_1x05_Pitch2.54mm","https://lcsc.com/product-detail/Pin-Header-Female-Header_Shenzhen-Cankemeng-Headers-Pins-1-5P-2-54mm-Straight-line_C124379.html","",""
"","","TX1","TX Connector","Connector:Conn_01x02_Male","Connectors_JST:JST_PH_S2B-PH-K_02x2.00mm_Angled","https://datasheet.lcsc.com/szlcsc/JST-Sales-America-S2B-PH-K-S-LF-SN_C173752.pdf","",""
"","","U1","EL3H7(B)(TA)-G","Isolator:PC817","Housings_SSOP:SOP-4_4.4x2.8mm_Pitch1.27mm","https://datasheet.lcsc.com/szlcsc/Everlight-Elec-EL3H7-B-TA-G_C32565.pdf","C32565","EL3H7(B)(TA)-G"
>>>>>>> jlcpcbassembly



"Collated Components:"

<<<<<<< HEAD
"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet"
"1","1","C1","100nF","Device:C","Capacitors_SMD:C_0805_HandSoldering","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_100nF-104-10-50V_C49678.html"
"2","1","C2","2.2uF","Device:C","Capacitors_SMD:C_0805_HandSoldering","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_2-2uF-225-10-16V_C113841.html"
"3","1","C3","10uF 10V","Device:C","Capacitors_SMD:C_0805_HandSoldering","https://datasheet.lcsc.com/szlcsc/YAGEO-CC0805KRX5R6BB106_C272880.pdf"
"4","1","D1","LM4040BIM3-2.0/NOPB, 2.048V, SOT-23-3","Reference_Voltage:LM4040DBZ-2.0","TO_SOT_Packages_SMD:SOT-23","https://uk.farnell.com/texas-instruments/lm4040bim3-2-0-nopb/voltage-ref-shunt-2-048v-sot-23/dp/2492201"
"5","1","D2","Blue","Device:LED","LEDs:LED_0805","https://lcsc.com/product-detail/Light-Emitting-Diodes-LED_SMDLED-blue_C189307.html"
"6","1","D3","RED LED","Device:LED","LEDs:LED_0805_HandSoldering","https://lcsc.com/product-detail/Light-Emitting-Diodes-LED_BL-HUF35A-AV-TRB-Iv-80mcd-Typ-atIF-20mA_C94741.html"
"7","1","D4","Green","Device:LED","LEDs:LED_0805_HandSoldering","https://lcsc.com/product-detail/Light-Emitting-Diodes-LED_Emerald-SMDLED-Iv-220-270mcd-atIF-5mA_C84260.html"
"8","1","J2","AVR-ISP-6","Connector:AVR-ISP-6","Pin_Headers:Pin_Header_Straight_2x03_Pitch2.54mm","https://lcsc.com/product-detail/Pin-Header-Female-Header_Boom-Precision-Elec-2-54mm-2-3P-Header_C65114.html"
"9","1","POWER1","Battery","Connector:Conn_01x02_Male","Connectors_JST:JST_PH_S2B-PH-K_02x2.00mm_Angled","https://datasheet.lcsc.com/szlcsc/JST-Sales-America-S2B-PH-K-S-LF-SN_C173752.pdf"
"10","1","Q1","IRLML6244TRPBF","Device:Q_NMOS_GSD","TO_SOT_Packages_SMD:SOT-23","https://datasheet.lcsc.com/szlcsc/Infineon-Technologies-IRLML6244TRPBF_C143946.pdf"
"11","1","R1","10K","Device:R","Resistors_SMD:R_0805_HandSoldering","RC0805FR-0710KL"
"12","1","R2","1K","Device:R","Resistors_SMD:R_0805_HandSoldering","RC0805FR-071KL"
"13","1","R3","475K  E96 series (tolerance 1%)","Device:R","Resistors_SMD:R_0805_HandSoldering","RC0805FR-07475KL"
"14","1","R4","402K E96 series (tolerance 1%)","Device:R","Resistors_SMD:R_0805_HandSoldering","0805W8F4023T5E"
"15","1","R5","220R","Device:R","Resistors_SMD:R_0805_HandSoldering","0805W8F2200T5E"
"16","8","R6, R7, R8, R9, R10, R11, R12, R13","2R2 1W","Device:R","Resistors_SMD:R_2512","https://datasheet.lcsc.com/szlcsc/Ever-Ohms-Tech-CR2512F2R2E04_C147074.pdf"
"17","1","R14","510R","Device:R","Resistors_SMD:R_0805_HandSoldering","RC0805FR-07510RL"
"18","3","R15, R20, R21","47K","Device:R","Resistors_SMD:R_0805_HandSoldering","https://datasheet.lcsc.com/szlcsc/YAGEO-RC0805FR-0747KL_C126351.pdf"
"19","1","R16","4K7","Device:R","Resistors_SMD:R_0805_HandSoldering","RC0805FR-074K7L"
"20","2","R17, R18","2K2","Device:R","Resistors_SMD:R_0805_HandSoldering","RC0805FR-072K2L"
"21","1","R19","SDNT2012X473F4150FTF","Device:Thermistor","Resistors_SMD:R_0805_HandSoldering","https://datasheet.lcsc.com/szlcsc/Sunlord-SDNT2012X473F4150FTF_C95969.pdf"
"22","1","R22","10R","Device:R","Resistors_THT:R_Axial_Power_L25.0mm_W9.0mm_P27.94mm","https://lcsc.com/product-detail/Others_Chian-Chia-Elec-CR-M5W-10RJ_C334310.html"
"23","1","R23","2K2","Device:R","Resistors_SMD:R_0805","RC0805FR-072K2L"
"24","1","RX1","RX Connector","Connector:Conn_01x02_Male","Connectors_JST:JST_PH_S2B-PH-K_02x2.00mm_Angled","https://datasheet.lcsc.com/szlcsc/JST-Sales-America-S2B-PH-K-S-LF-SN_C173752.pdf"
"25","1","SENSOR1","Remote temp input 47K @ 25oC","Connector:Conn_01x05_Male","Pin_Headers:Pin_Header_Straight_1x05_Pitch2.54mm","https://lcsc.com/product-detail/Pin-Header-Female-Header_Shenzhen-Cankemeng-Headers-Pins-1-5P-2-54mm-Straight-line_C124379.html"
"26","1","TX1","TX Connector","Connector:Conn_01x02_Male","Connectors_JST:JST_PH_S2B-PH-K_02x2.00mm_Angled","https://datasheet.lcsc.com/szlcsc/JST-Sales-America-S2B-PH-K-S-LF-SN_C173752.pdf"
"27","1","U1","HMHA2801","Isolator:PC817","Housings_SSOP:SOP-4_4.4x2.8mm_Pitch1.27mm","https://datasheet.lcsc.com/szlcsc/ON-Semicon-ON-HMHA2801_C232857.pdf"
"28","1","U4","ATtiny841-SSU","v4-rescue:ATtiny841-SSU-MCU_Microchip_ATtiny-v4-rescue","Housings_SOIC:SOIC-14_3.9x8.7mm_Pitch1.27mm","http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-8495-8-bit-AVR-Microcontrollers-ATtiny441-ATtiny841_Datasheet.pdf"
=======
"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","LCSCStockCode","PartNumber"
"1","1","ATTINY841","ATtiny841-SSU","v4-rescue:ATtiny841-SSU-MCU_Microchip_ATtiny-v4-rescue","Housings_SOIC:SOIC-14_3.9x8.7mm_Pitch1.27mm","http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-8495-8-bit-AVR-Microcontrollers-ATtiny441-ATtiny841_Datasheet.pdf","C219103",""
"2","1","C1","100nF","Device:C","Capacitors_SMD:C_0805","","C49678","CC0805KRX7R9BB104"
"3","1","C3","10uF X5R","Device:C","Capacitors_SMD:C_0603","","C19702","CL10A106KP8NNNC"
"4","1","D1","TL432G-A-AE3-R","Reference_Voltage:LM385Z-ADJ","TO_SOT_Packages_SMD:SOT-23","https://datasheet.lcsc.com/szlcsc/1808081832_UTC-Unisonic-Tech-TL432G-AE3-R_C171461.pdf","C171461","TL432G-A-AE3-R"
"5","1","D2","Blue","Device:LED","LEDs:LED_0805","","C2293","HUBEI KENTO ELEC"
"6","1","D3","Red","Device:LED","LEDs:LED_0805","","C84256","FC-2012HRK-620D"
"7","1","D4","Green","Device:LED","LEDs:LED_0805","https://datasheet.lcsc.com/szlcsc/Hubei-KENTO-Elec-Green-0805-Iv-207-249-mcd-atIF-20mA_C2297.pdf","C2297","Hubei KENTO Elec Green 0805"
"8","1","J2","AVR-ISP-6","Connector:AVR-ISP-6","Pin_Headers:Pin_Header_Straight_2x03_Pitch2.54mm","https://lcsc.com/product-detail/Pin-Header-Female-Header_Boom-Precision-Elec-2-54mm-2-3P-Header_C65114.html","",""
"9","1","POWER1","Battery","Connector:Conn_01x02_Male","Connectors_JST:JST_PH_S2B-PH-K_02x2.00mm_Angled","https://datasheet.lcsc.com/szlcsc/JST-Sales-America-S2B-PH-K-S-LF-SN_C173752.pdf","",""
"10","1","Q1","AO3400A","Device:Q_NMOS_GSD","TO_SOT_Packages_SMD:SOT-23","https://datasheet.lcsc.com/szlcsc/Alpha-Omega-Semicon-AOS-AO3400A_C20917.pdf","C20917",""
"11","1","R1","10KOHMS","Device:R","Resistors_SMD:R_0603","","C25804","0603WAF1002T5E"
"12","1","R2","1KOHMS","Device:R","Resistors_SMD:R_0603","","C21190","0603WAF1001T5E"
"13","1","R3","68KOHMS","Device:R","Resistors_SMD:R_0603","","C23231","0603WAF6802T5E"
"14","1","R4","27KOHMS","Device:R","Resistors_SMD:R_0603","","C22967","0603WAF2702T5E"
"15","1","R5","220OHMS","Device:R","Resistors_SMD:R_0603","","C22962","0603WAF2200T5E"
"16","20","R6, R7, R8, R9, R10, R11, R12, R13, R22, R24, R25, R26, R27, R28, R29, R30, R31, R32, R33, R34","6.2OHMS","Device:R","Resistors_SMD:R_1206","","C25344","1206W4F620KT5E"
"17","1","R14","510OHMS","Device:R","Resistors_SMD:R_0603","","C23193","0603WAF5100T5E"
"18","3","R15, R20, R21","47KOHMS","Device:R","Resistors_SMD:R_0603","","C25819","0603WAF4702T5E"
"19","1","R16","4.7KOHMS","Device:R","Resistors_SMD:R_0603","","C23162","0603WAF4701T5E"
"20","2","R17, R18","2.2KOHMS","Device:R","Resistors_SMD:R_0603","","C4190","0603WAF2201T5E"
"21","1","R19","NTC THERMISTOR 47KOHMS 4050K","Device:Thermistor","Resistors_SMD:R_0402","","C77128","NCP15WB473F03RC"
"22","1","R23","1.8KOHMS","Device:R","Resistors_SMD:R_0603","","C4177","0603WAF1801T5E"
"23","1","RX1","RX Connector","Connector:Conn_01x02_Male","Connectors_JST:JST_PH_S2B-PH-K_02x2.00mm_Angled","https://datasheet.lcsc.com/szlcsc/JST-Sales-America-S2B-PH-K-S-LF-SN_C173752.pdf","",""
"24","1","SENSOR1","Remote temp input 47K @ 25oC","Connector:Conn_01x05_Male","Pin_Headers:Pin_Header_Straight_1x05_Pitch2.54mm","https://lcsc.com/product-detail/Pin-Header-Female-Header_Shenzhen-Cankemeng-Headers-Pins-1-5P-2-54mm-Straight-line_C124379.html","",""
"25","1","TX1","TX Connector","Connector:Conn_01x02_Male","Connectors_JST:JST_PH_S2B-PH-K_02x2.00mm_Angled","https://datasheet.lcsc.com/szlcsc/JST-Sales-America-S2B-PH-K-S-LF-SN_C173752.pdf","",""
"26","1","U1","EL3H7(B)(TA)-G","Isolator:PC817","Housings_SSOP:SOP-4_4.4x2.8mm_Pitch1.27mm","https://datasheet.lcsc.com/szlcsc/Everlight-Elec-EL3H7-B-TA-G_C32565.pdf","C32565","EL3H7(B)(TA)-G"
>>>>>>> jlcpcbassembly
